rank,token,count,relative_frequency
572,##ad,244,0.00022938755403299044
573,enferma,244,0.00022938755403299044
574,dormía,243,0.00022844744110662573
575,despertó,243,0.00022844744110662573
576,persona,242,0.00022750732818026102
577,béisbol,242,0.00022750732818026102
578,otros,241,0.0002265672152538963
579,vieron,241,0.0002265672152538963
580,jardín,241,0.0002265672152538963
581,##de,241,0.0002265672152538963
582,única,241,0.0002265672152538963
583,dentro,241,0.0002265672152538963
584,Con,240,0.0002256271023275316
585,accidente,240,0.0002256271023275316
586,Siglo,240,0.0002256271023275316
587,##tas,240,0.0002256271023275316
588,completamente,239,0.00022468698940116688
589,##gó,239,0.00022468698940116688
590,Como,239,0.00022468698940116688
591,##osa,239,0.00022468698940116688
592,cayó,238,0.00022374687647480214
593,É,237,0.00022280676354843743
594,##dura,237,0.00022280676354843743
595,haya,236,0.00022186665062207272
596,##cito,236,0.00022186665062207272
597,dejó,236,0.00022186665062207272
598,barrio,235,0.000220926537695708
599,Para,235,0.000220926537695708
600,trans,235,0.000220926537695708
601,torta,234,0.0002199864247693433
602,quién,234,0.0002199864247693433
603,##té,234,0.0002199864247693433
604,segunda,233,0.00021904631184297858
605,peste,233,0.00021904631184297858
606,paso,232,0.00021810619891661387
607,época,232,0.00021810619891661387
608,avanza,232,0.00021810619891661387
609,at,231,0.00021716608599024916
610,altura,231,0.00021716608599024916
611,hablaba,230,0.00021622597306388444
612,pueblo,230,0.00021622597306388444
613,enci,230,0.00021622597306388444
614,pasando,229,0.00021528586013751973
615,corriendo,229,0.00021528586013751973
616,##ho,229,0.00021528586013751973
617,magia,228,0.000214345747211155
618,corazón,228,0.000214345747211155
619,respondió,227,0.00021340563428479028
620,habrá,227,0.00021340563428479028
621,##dar,227,0.00021340563428479028
622,##zó,227,0.00021340563428479028
623,pasaron,227,0.00021340563428479028
624,cartera,226,0.00021246552135842557
625,resto,226,0.00021246552135842557
626,estado,226,0.00021246552135842557
627,##si,226,0.00021246552135842557
628,arena,226,0.00021246552135842557
629,lana,225,0.00021152540843206086
630,pasillo,225,0.00021152540843206086
631,##aron,225,0.00021152540843206086
632,animales,225,0.00021152540843206086
633,llamó,224,0.00021058529550569614
634,Porque,224,0.00021058529550569614
635,médicos,224,0.00021058529550569614
636,desan,224,0.00021058529550569614
637,través,223,0.00020964518257933143
638,dejado,223,0.00020964518257933143
639,caminar,223,0.00020964518257933143
640,escuela,223,0.00020964518257933143
641,aman,222,0.00020870506965296672
642,plumas,222,0.00020870506965296672
643,horror,221,0.000207764956726602
644,llo,220,0.0002068248438002373
645,cuerpos,220,0.0002068248438002373
646,larga,220,0.0002068248438002373
647,tuvieron,220,0.0002068248438002373
648,chicos,219,0.00020588473087387258
