rank,token,count,relative_frequency
834,despierta,121,0.00014595581760589035
835,vueltas,121,0.00014595581760589035
836,pileta,121,0.00014595581760589035
837,debían,121,0.00014595581760589035
838,acompañado,121,0.00014595581760589035
839,buscó,121,0.00014595581760589035
840,atravesado,121,0.00014595581760589035
841,secreto,121,0.00014595581760589035
842,privilegios,121,0.00014595581760589035
843,ataque,120,0.00014474957117939537
844,mañanas,120,0.00014474957117939537
845,tremenda,120,0.00014474957117939537
846,atontado,120,0.00014474957117939537
847,batalla,120,0.00014474957117939537
848,delicadamente,120,0.00014474957117939537
849,hubiese,120,0.00014474957117939537
850,cayeron,120,0.00014474957117939537
851,llovía,120,0.00014474957117939537
852,sonaba,120,0.00014474957117939537
853,pidieron,120,0.00014474957117939537
854,funeral,120,0.00014474957117939537
855,cierra,120,0.00014474957117939537
856,estuvieron,119,0.00014354332475290042
857,parásito,119,0.00014354332475290042
858,baldosas,119,0.00014354332475290042
859,llegando,119,0.00014354332475290042
860,fresco,119,0.00014354332475290042
861,compasión,119,0.00014354332475290042
862,llegaban,118,0.00014233707832640545
863,estupenda,118,0.00014233707832640545
864,convencido,118,0.00014233707832640545
865,pasillo,118,0.00014233707832640545
866,débil,118,0.00014233707832640545
867,manchas,118,0.00014233707832640545
868,dejé,118,0.00014233707832640545
869,completo,118,0.00014233707832640545
870,camillas,118,0.00014233707832640545
871,vallas,118,0.00014233707832640545
872,polvo,118,0.00014233707832640545
873,acabó,117,0.0001411308318999105
874,notaba,117,0.0001411308318999105
875,pudieran,117,0.0001411308318999105
876,tardes,117,0.0001411308318999105
877,golpe,117,0.0001411308318999105
878,mantenía,117,0.0001411308318999105
879,creció,117,0.0001411308318999105
880,casas,117,0.0001411308318999105
881,tiró,117,0.0001411308318999105
882,negros,117,0.0001411308318999105
883,tapaba,117,0.0001411308318999105
884,trabajar,116,0.00013992458547341553
885,linda,116,0.00013992458547341553
886,escalar,116,0.00013992458547341553
887,largó,116,0.00013992458547341553
888,movimientos,116,0.00013992458547341553
889,cerraba,116,0.00013992458547341553
890,escenario,116,0.00013992458547341553
891,ayuda,116,0.00013992458547341553
892,ejército,116,0.00013992458547341553
893,necesitamos,116,0.00013992458547341553
894,papás,116,0.00013992458547341553
895,terraza,116,0.00013992458547341553
896,apagó,116,0.00013992458547341553
897,novia,116,0.00013992458547341553
898,extranjero,116,0.00013992458547341553
899,olía,116,0.00013992458547341553
900,ponía,115,0.00013871833904692058
