cuento,archivo,n_original,n_conservados,n_eliminados,porcentaje_eliminado,min_words_original,max_words_original,mean_words_original,min_words_filtrado,max_words_filtrado,mean_words_filtrado
El espejo,sub-024.json,83,48,35,42.1687,1,33,7.8072,4,33,12.2708
El espejo,sub-027.json,96,58,38,39.5833,1,35,8.3646,4,35,12.8448
El espejo,sub-028.json,105,58,47,44.7619,1,35,7.4286,4,35,12.3793
El espejo,sub-034.json,75,51,24,32.0,1,35,10.36,4,35,14.2157
El espejo,sub-039.json,78,46,32,41.0256,1,35,9.1923,4,35,14.413
El espejo,sub-041.json,70,50,20,28.5714,1,35,10.5286,4,35,14.06
El espejo,sub-042.json,72,51,21,29.1667,1,35,10.3889,4,35,14.0588
El espejo,sub-044.json,59,50,9,15.2542,1,35,12.5085,4,35,14.42
El espejo,sub-046.json,86,55,31,36.0465,1,35,9.3372,4,35,13.7273
El espejo,sub-048.json,69,54,15,21.7391,1,35,11.3333,4,35,13.9815
El espejo,sub-052.json,79,56,23,29.1139,1,34,10.7848,4,34,14.3929
El espejo,sub-053.json,65,50,15,23.0769,1,35,11.8615,4,35,14.82
El espejo,sub-054.json,113,69,44,38.9381,1,35,8.0531,4,35,12.1884
El espejo,sub-058.json,79,48,31,39.2405,1,35,9.8987,4,35,15.0833
El espejo,sub-060.json,72,55,17,23.6111,1,35,10.9306,4,35,13.7818
El espejo,sub-064.json,75,55,20,26.6667,1,35,11.36,4,35,14.7455
El espejo,sub-065.json,62,51,11,17.7419,1,35,12.0484,4,35,14.1961
El espejo,sub-066.json,64,49,15,23.4375,1,35,11.5938,4,35,14.6531
El espejo,sub-067.json,62,51,11,17.7419,1,35,11.8065,4,35,13.9804
El espejo,sub-068.json,61,49,12,19.6721,1,34,12.1311,4,34,14.6122
El espejo,sub-070.json,93,60,33,35.4839,1,34,8.4624,4,34,12.3833
El espejo,sub-073.json,72,51,21,29.1667,1,34,10.75,4,34,14.4118
El espejo,sub-075.json,83,62,21,25.3012,1,35,11.3133,4,35,14.4839
El espejo,sub-077.json,96,58,38,39.5833,1,34,9.1667,4,34,14.0517
El espejo,sub-078.json,69,46,23,33.3333,1,35,10.6377,4,35,15.2174
El espejo,sub-079.json,81,54,27,33.3333,1,35,9.6914,4,35,13.6111
El espejo,sub-083.json,71,50,21,29.5775,1,35,10.9155,4,35,14.86
El espejo,sub-085.json,84,58,26,30.9524,1,35,9.9524,4,35,13.6724
El espejo,sub-086.json,78,54,24,30.7692,1,34,10.0769,4,34,13.7593
El espejo,sub-087.json,85,52,33,38.8235,1,35,9.3059,4,35,14.1731
El espejo,sub-088.json,105,62,43,40.9524,1,35,7.8476,4,35,12.3226
El espejo,sub-089.json,69,51,18,26.087,1,34,10.5217,4,34,13.7451
El espejo,sub-091.json,74,57,17,22.973,1,35,10.5405,4,35,13.193
El espejo,sub-094.json,80,52,28,35.0,1,35,10.1625,4,35,14.75
El espejo,sub-095.json,135,68,67,49.6296,1,35,7.5704,4,35,13.5882
El espejo,sub-096.json,68,48,20,29.4118,1,34,10.9265,4,34,14.7708
El espejo,sub-097.json,107,65,42,39.2523,1,32,8.8505,4,32,13.6
El espejo,sub-098.json,65,51,14,21.5385,1,34,11.8615,4,34,14.4706
El espejo,sub-101.json,77,52,25,32.4675,1,34,10.2078,4,34,14.2692
El espejo,sub-103.json,79,53,26,32.9114,1,35,9.9873,4,35,14.1132
El espejo,sub-105.json,69,50,19,27.5362,1,35,10.9855,4,35,14.44
El espejo,sub-107.json,68,51,17,25.0,1,35,10.7941,4,35,13.7843
El espejo,sub-109.json,70,50,20,28.5714,1,34,10.9714,4,34,14.66
El espejo,sub-111.json,80,51,29,36.25,1,35,9.5,4,35,13.9412
El espejo,sub-112.json,67,47,20,29.8507,1,34,11.0896,4,34,15.0426
El golpe de gracia,sub-003.json,42,35,7,16.6667,1,50,16.8571,4,50,19.9143
El golpe de gracia,sub-006.json,46,37,9,19.5652,1,48,14.7826,4,48,18.0541
El golpe de gracia,sub-007.json,74,49,25,33.7838,1,50,11.1351,4,50,15.9388
El golpe de gracia,sub-009.json,38,35,3,7.8947,1,48,18.2368,6,48,19.6286
El golpe de gracia,sub-010.json,44,34,10,22.7273,1,48,15.3864,6,48,19.5294
El golpe de gracia,sub-011.json,74,50,24,32.4324,1,50,12.527,4,50,17.86
El golpe de gracia,sub-013.json,48,41,7,14.5833,1,48,16.3958,6,48,18.9024
El golpe de gracia,sub-016.json,61,39,22,36.0656,1,49,12.7541,4,49,19.0769
El golpe de gracia,sub-017.json,41,37,4,9.7561,1,49,17.0244,4,49,18.7297
El golpe de gracia,sub-018.json,46,36,10,21.7391,1,50,15.2391,4,50,19.0833
El golpe de gracia,sub-021.json,42,34,8,19.0476,1,50,16.5,5,50,19.9706
El golpe de gracia,sub-022.json,80,47,33,41.25,1,39,8.85,4,39,14.0851
El golpe de gracia,sub-027.json,61,39,22,36.0656,1,39,11.7541,4,39,17.5897
El golpe de gracia,sub-030.json,76,48,28,36.8421,1,48,10.1974,4,48,15.4583
El golpe de gracia,sub-034.json,46,38,8,17.3913,1,50,16.1739,4,50,19.2368
El golpe de gracia,sub-035.json,38,34,4,10.5263,1,50,18.4737,4,50,20.3824
El golpe de gracia,sub-039.json,42,35,7,16.6667,1,49,16.4762,4,49,19.4286
El golpe de gracia,sub-048.json,38,34,4,10.5263,1,50,18.0789,4,50,19.9412
El golpe de gracia,sub-052.json,58,44,14,24.1379,1,50,14.8966,6,50,19.1591
El golpe de gracia,sub-053.json,40,35,5,12.5,1,50,17.475,4,50,19.7429
El golpe de gracia,sub-054.json,55,38,17,30.9091,1,38,13.1818,4,38,18.4737
El golpe de gracia,sub-055.json,43,37,6,13.9535,1,50,17.2791,6,50,19.8649
El golpe de gracia,sub-056.json,68,47,21,30.8824,1,47,11.8824,4,47,16.5957
El golpe de gracia,sub-058.json,61,39,22,36.0656,1,41,11.5082,4,41,17.359
El golpe de gracia,sub-060.json,50,38,12,24.0,1,50,15.12,4,50,19.3158
El golpe de gracia,sub-065.json,38,36,2,5.2632,1,49,18.2632,4,49,19.1944
El golpe de gracia,sub-066.json,41,37,4,9.7561,2,49,16.8537,4,49,18.4054
El golpe de gracia,sub-068.json,47,38,9,19.1489,1,50,15.4894,4,50,18.7632
El golpe de gracia,sub-070.json,71,47,24,33.8028,1,50,11.7606,4,50,16.9574
El golpe de gracia,sub-071.json,41,34,7,17.0732,1,50,16.7805,5,50,20
El golpe de gracia,sub-073.json,38,35,3,7.8947,1,50,18.0263,4,50,19.4
El golpe de gracia,sub-075.json,55,46,9,16.3636,1,37,16.2182,4,37,19.087
El golpe de gracia,sub-077.json,80,53,27,33.75,1,49,10.5875,4,49,15.2075
El golpe de gracia,sub-078.json,41,34,7,17.0732,1,49,16.9024,4,49,20.0294
El golpe de gracia,sub-080.json,61,43,18,29.5082,1,49,11.8525,4,49,16.3023
El golpe de gracia,sub-081.json,49,40,9,18.3673,1,50,14.7143,4,50,17.65
El golpe de gracia,sub-083.json,55,41,14,25.4545,1,50,14.8727,5,50,19.3415
El golpe de gracia,sub-085.json,50,39,11,22.0,1,50,15.64,4,50,19.6667
El golpe de gracia,sub-086.json,46,39,7,15.2174,1,48,15.587,4,48,18.0513
El golpe de gracia,sub-087.json,48,39,9,18.75,1,50,14.8542,4,50,17.9487
El golpe de gracia,sub-090.json,45,37,8,17.7778,1,50,15.6667,4,50,18.6757
El golpe de gracia,sub-091.json,58,40,18,31.0345,1,50,13.3966,4,50,18.675
El golpe de gracia,sub-095.json,75,48,27,36.0,1,50,12.1067,4,50,18.1458
El golpe de gracia,sub-096.json,43,37,6,13.9535,1,50,16.6512,4,50,19.0811
El golpe de gracia,sub-097.json,69,48,21,30.4348,1,49,13.1449,4,49,18.2708
El golpe de gracia,sub-100.json,44,37,7,15.9091,1,50,16.2045,4,50,19
El golpe de gracia,sub-103.json,46,37,9,19.5652,1,50,15.413,4,50,18.7838
El golpe de gracia,sub-109.json,47,38,9,19.1489,1,46,15.5106,4,46,18.7895
El golpe de gracia,sub-111.json,37,35,2,5.4054,2,50,18.4324,4,50,19.3429
El golpe de gracia,sub-112.json,60,43,17,28.3333,1,48,13.0833,4,48,17.5814
Embarrar la magia,sub-003.json,79,54,25,31.6456,1,43,11.3165,4,43,15.7593
Embarrar la magia,sub-006.json,74,48,26,35.1351,1,43,11.0135,4,43,16.1042
Embarrar la magia,sub-007.json,77,55,22,28.5714,1,43,11.7143,4,43,15.7273
Embarrar la magia,sub-008.json,135,80,55,40.7407,1,43,9.763,4,43,15.35
Embarrar la magia,sub-009.json,60,46,14,23.3333,1,43,13.3,4,43,16.8043
Embarrar la magia,sub-010.json,82,54,28,34.1463,1,42,9.9878,4,42,14.4074
Embarrar la magia,sub-011.json,114,63,51,44.7368,1,43,9.1053,4,43,15.2222
Embarrar la magia,sub-013.json,71,56,15,21.1268,1,43,12.8732,4,43,15.8929
Embarrar la magia,sub-017.json,65,48,17,26.1538,1,43,12.8154,4,43,16.7292
Embarrar la magia,sub-018.json,63,48,15,23.8095,1,42,12.7619,4,42,16.25
Embarrar la magia,sub-021.json,68,48,20,29.4118,1,43,11.9853,4,43,16.3125
Embarrar la magia,sub-022.json,90,56,34,37.7778,1,39,9.7,4,39,14.75
Embarrar la magia,sub-027.json,67,50,17,25.3731,1,39,12.3582,4,39,15.96
Embarrar la magia,sub-030.json,174,69,105,60.3448,1,40,6.7241,4,40,14.7246
Embarrar la magia,sub-034.json,63,50,13,20.6349,1,43,13.0476,4,43,15.96
Embarrar la magia,sub-035.json,74,47,27,36.4865,1,42,11.3243,4,42,16.9574
Embarrar la magia,sub-039.json,63,49,14,22.2222,1,43,13.0635,4,43,16.3061
Embarrar la magia,sub-048.json,59,46,13,22.0339,1,43,13.8136,4,43,17.087
Embarrar la magia,sub-052.json,102,57,45,44.1176,1,43,9.0882,4,43,15.0526
Embarrar la magia,sub-053.json,70,50,20,28.5714,1,43,11.8429,4,43,16.02
Embarrar la magia,sub-054.json,73,48,25,34.2466,1,43,10.1644,4,43,14.5833
Embarrar la magia,sub-055.json,69,49,20,28.9855,1,42,11.4783,4,42,15.4898
Embarrar la magia,sub-056.json,90,59,31,34.4444,1,41,10.1778,4,41,14.6441
Embarrar la magia,sub-058.json,81,53,28,34.5679,1,42,10.3827,4,42,15.1509
Embarrar la magia,sub-060.json,83,56,27,32.5301,1,43,11.1928,4,43,15.7143
Embarrar la magia,sub-065.json,82,58,24,29.2683,1,43,10.7805,4,43,14.6034
Embarrar la magia,sub-066.json,73,49,24,32.8767,1,43,11.4384,4,43,16.2857
Embarrar la magia,sub-068.json,69,48,21,30.4348,1,42,11.913,4,42,16.4583
Embarrar la magia,sub-070.json,73,50,23,31.5068,1,43,11.9589,4,43,16.74
Embarrar la magia,sub-071.json,84,49,35,41.6667,1,43,10,4,43,16.0408
Embarrar la magia,sub-073.json,83,56,27,32.5301,1,42,10.6627,4,42,15
Embarrar la magia,sub-077.json,188,93,95,50.5319,1,42,7.1383,4,42,12.9032
Embarrar la magia,sub-078.json,68,47,21,30.8824,1,43,12.1765,4,43,16.8723
Embarrar la magia,sub-080.json,73,48,25,34.2466,1,43,11.0274,4,43,15.8125
Embarrar la magia,sub-081.json,78,51,27,34.6154,1,43,10.7436,4,43,15.5686
Embarrar la magia,sub-083.json,82,49,33,40.2439,1,43,10.3537,4,43,16.3265
Embarrar la magia,sub-085.json,152,82,70,46.0526,1,43,7.5395,4,43,12.7195
Embarrar la magia,sub-086.json,75,51,24,32.0,1,43,11.0267,4,43,15.4314
Embarrar la magia,sub-087.json,93,53,40,43.0108,1,41,9.7634,4,41,16
Embarrar la magia,sub-090.json,73,50,23,31.5068,1,42,11.3425,4,42,15.86
Embarrar la magia,sub-091.json,72,49,23,31.9444,1,43,11.7083,5,43,16.5102
Embarrar la magia,sub-095.json,102,56,46,45.098,1,43,9.0294,4,43,15.3393
Embarrar la magia,sub-096.json,64,47,17,26.5625,1,41,12.8594,5,41,16.8085
Embarrar la magia,sub-097.json,93,65,28,30.1075,1,43,11.0538,4,43,15.1538
Embarrar la magia,sub-100.json,81,51,30,37.037,1,43,10.4691,4,43,15.7059
Embarrar la magia,sub-106.json,119,70,49,41.1765,1,43,8.9748,4,43,14.2286
Embarrar la magia,sub-109.json,97,65,32,32.9897,1,43,10.0309,4,43,14.1385
Embarrar la magia,sub-111.json,99,53,46,46.4646,1,43,9.2323,4,43,15.8868
Embarrar la magia,sub-112.json,77,51,26,33.7662,1,43,11.039,4,43,15.8235
La canción que cantábamos todos los días,sub-001.json,51,43,8,15.6863,1,49,15.4902,4,49,18.0698
La canción que cantábamos todos los días,sub-002.json,57,42,15,26.3158,1,50,12.807,4,50,16.7619
La canción que cantábamos todos los días,sub-003.json,50,40,10,20.0,1,49,14.96,4,49,18.225
La canción que cantábamos todos los días,sub-005.json,51,45,6,11.7647,1,48,14.7059,4,48,16.4222
La canción que cantábamos todos los días,sub-006.json,53,40,13,24.5283,1,49,12.9811,4,49,16.8
La canción que cantábamos todos los días,sub-009.json,59,47,12,20.339,1,48,14.2881,4,48,17.5745
La canción que cantábamos todos los días,sub-010.json,46,38,8,17.3913,1,48,15.587,4,48,18.4474
La canción que cantábamos todos los días,sub-013.json,48,42,6,12.5,1,50,15.7708,4,50,17.7381
La canción que cantábamos todos los días,sub-016.json,54,43,11,20.3704,1,49,14.2963,4,49,17.5814
La canción que cantábamos todos los días,sub-018.json,56,49,7,12.5,1,46,13.4643,4,46,15.1429
La canción que cantábamos todos los días,sub-021.json,47,38,9,19.1489,1,49,15.2766,5,49,18.4737
La canción que cantábamos todos los días,sub-024.json,73,49,24,32.8767,1,43,10.8767,4,43,15.551
La canción que cantábamos todos los días,sub-028.json,61,42,19,31.1475,1,47,12.2295,4,47,17.1905
La canción que cantábamos todos los días,sub-034.json,58,46,12,20.6897,1,43,14.1379,4,43,17.4565
La canción que cantábamos todos los días,sub-036.json,68,44,24,35.2941,1,43,10.6912,4,43,15.8182
La canción que cantábamos todos los días,sub-039.json,45,41,4,8.8889,1,43,15.8667,4,43,17.2195
La canción que cantábamos todos los días,sub-041.json,50,44,6,12.0,1,49,15.7,4,49,17.6136
La canción que cantábamos todos los días,sub-042.json,46,41,5,10.8696,1,49,15.3696,4,49,17.0732
La canción que cantábamos todos los días,sub-044.json,46,39,7,15.2174,1,49,15.587,4,49,18.1026
La canción que cantábamos todos los días,sub-046.json,56,47,9,16.0714,1,48,14.75,4,48,17.2553
La canción que cantábamos todos los días,sub-048.json,49,43,6,12.2449,1,48,15.3265,4,48,17.2558
La canción que cantábamos todos los días,sub-052.json,56,45,11,19.6429,1,49,14.5179,4,49,17.6444
La canción que cantábamos todos los días,sub-053.json,47,40,7,14.8936,1,49,15.4255,4,49,17.9
La canción que cantábamos todos los días,sub-054.json,48,44,4,8.3333,1,48,15.7917,4,48,17.0909
La canción que cantábamos todos los días,sub-058.json,60,40,20,33.3333,1,49,12.2333,4,49,17.6
La canción que cantábamos todos los días,sub-060.json,71,48,23,32.3944,1,49,10.9577,4,49,15.5833
La canción que cantábamos todos los días,sub-064.json,48,45,3,6.25,1,50,15.9375,4,50,16.9111
La canción que cantábamos todos los días,sub-065.json,43,39,4,9.3023,1,49,16.7442,4,49,18.2308
La canción que cantábamos todos los días,sub-066.json,43,39,4,9.3023,1,49,16.4186,4,49,17.8974
La canción que cantábamos todos los días,sub-068.json,78,58,20,25.641,1,49,11.359,4,49,14.7931
La canción que cantábamos todos los días,sub-070.json,67,49,18,26.8657,1,47,12.1194,4,47,16.1224
La canción que cantábamos todos los días,sub-073.json,51,43,8,15.6863,1,46,14.7843,4,46,17.1628
La canción que cantábamos todos los días,sub-075.json,63,53,10,15.873,1,48,13.9524,4,48,16.2264
La canción que cantábamos todos los días,sub-077.json,83,50,33,39.759,1,46,8.9759,4,46,13.86
La canción que cantábamos todos los días,sub-078.json,50,38,12,24.0,1,49,14.14,4,49,18.1316
La canción que cantábamos todos los días,sub-079.json,61,49,12,19.6721,1,43,12.9836,4,43,15.7347
La canción que cantábamos todos los días,sub-082.json,48,41,7,14.5833,1,49,15.0625,4,49,17.3902
La canción que cantábamos todos los días,sub-083.json,53,41,12,22.6415,1,42,13.6415,4,42,17.1707
La canción que cantábamos todos los días,sub-085.json,81,56,25,30.8642,1,48,11.3457,4,48,15.6607
La canción que cantábamos todos los días,sub-086.json,51,42,9,17.6471,1,50,14.3529,4,50,17.0952
La canción que cantábamos todos los días,sub-088.json,76,50,26,34.2105,1,50,9.7763,4,50,14.18
La canción que cantábamos todos los días,sub-089.json,45,41,4,8.8889,1,49,16.1556,4,49,17.5854
La canción que cantábamos todos los días,sub-091.json,66,50,16,24.2424,1,49,12.4091,4,49,15.96
La canción que cantábamos todos los días,sub-095.json,62,50,12,19.3548,1,49,13.2097,4,49,16.06
La canción que cantábamos todos los días,sub-096.json,45,41,4,8.8889,1,50,15.7556,4,50,17.0976
La canción que cantábamos todos los días,sub-097.json,70,51,19,27.1429,1,49,12.8286,4,49,17
La canción que cantábamos todos los días,sub-098.json,60,49,11,18.3333,1,49,13.55,4,49,16.2857
La canción que cantábamos todos los días,sub-101.json,81,53,28,34.5679,1,48,11.7778,4,48,17.3396
La canción que cantábamos todos los días,sub-103.json,54,46,8,14.8148,1,49,14.7778,4,49,16.9783
La canción que cantábamos todos los días,sub-107.json,66,47,19,28.7879,1,44,12.5455,4,44,17
La canción que cantábamos todos los días,sub-109.json,49,44,5,10.2041,1,49,15.7551,4,49,17.3409
La canción que cantábamos todos los días,sub-111.json,68,54,14,20.5882,1,48,12.6176,4,48,15.4444
La canción que cantábamos todos los días,sub-112.json,52,44,8,15.3846,1,46,15.0385,4,46,17.5455
La de la Obsesión por la Patineta,sub-003.json,58,43,15,25.8621,1,37,12.0862,4,37,15.6279
La de la Obsesión por la Patineta,sub-006.json,83,52,31,37.3494,1,36,8.4217,4,36,12.5385
La de la Obsesión por la Patineta,sub-007.json,68,47,21,30.8824,1,36,10.9265,4,36,15.0213
La de la Obsesión por la Patineta,sub-008.json,94,55,39,41.4894,1,37,8.4681,4,37,13.4727
